ID,SEASON,TEAM_ID_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
118,2019,1610612749,0.47200000000000003,0.75,0.366,26.0,57.0,1610612753,0.348,0.871,0.212,18.0,42.0,1
119,2019,1610612747,0.478,0.9,0.368,26.0,50.0,1610612757,0.4,0.75,0.276,14.0,41.0,1
120,2019,1610612761,0.43700000000000006,0.679,0.257,22.0,44.0,1610612751,0.38799999999999996,0.7040000000000001,0.341,25.0,46.0,1
121,2019,1610612743,0.457,0.7829999999999999,0.48100000000000004,22.0,41.0,1610612762,0.517,0.8240000000000001,0.455,32.0,36.0,0
122,2019,1610612738,0.512,0.7240000000000001,0.442,20.0,43.0,1610612755,0.418,0.8109999999999999,0.23800000000000002,21.0,38.0,1
123,2019,1610612746,0.44,0.769,0.294,16.0,47.0,1610612742,0.5,0.703,0.44799999999999995,25.0,49.0,0
124,2019,1610612749,0.433,0.643,0.33299999999999996,28.0,47.0,1610612753,0.494,0.9470000000000001,0.39,29.0,48.0,0
125,2019,1610612754,0.474,0.8640000000000001,0.41700000000000004,22.0,37.0,1610612748,0.494,0.8,0.371,22.0,35.0,0
126,2019,1610612745,0.483,0.895,0.385,25.0,36.0,1610612760,0.44,0.84,0.371,22.0,46.0,1
127,2019,1610612747,0.35100000000000003,0.645,0.156,22.0,55.0,1610612757,0.392,0.758,0.382,18.0,50.0,0
128,2019,1610612743,0.516,0.833,0.537,23.0,41.0,1610612762,0.474,0.7390000000000001,0.34,18.0,52.0,1
129,2019,1610612761,0.47100000000000003,0.97,0.5,26.0,47.0,1610612751,0.467,0.688,0.31,33.0,45.0,1
130,2019,1610612738,0.42200000000000004,0.885,0.32299999999999995,22.0,43.0,1610612755,0.46299999999999997,0.7829999999999999,0.33299999999999996,23.0,50.0,1
131,2019,1610612746,0.474,0.75,0.342,18.0,45.0,1610612742,0.457,0.875,0.349,18.0,41.0,1
132,2019,1610612757,0.452,0.8540000000000001,0.375,20.0,39.0,1610612763,0.489,0.818,0.56,30.0,49.0,1
133,2019,1610612761,0.5,0.643,0.514,27.0,51.0,1610612743,0.414,0.9129999999999999,0.42100000000000004,27.0,41.0,1
134,2019,1610612754,0.483,0.727,0.395,32.0,51.0,1610612748,0.35600000000000004,0.741,0.263,14.0,48.0,1
135,2019,1610612746,0.4,0.6920000000000001,0.324,23.0,61.0,1610612760,0.358,0.591,0.318,18.0,48.0,1
136,2019,1610612745,0.43799999999999994,0.875,0.25,25.0,27.0,1610612755,0.563,0.818,0.474,31.0,51.0,0
137,2019,1610612738,0.39799999999999996,0.857,0.22899999999999998,22.0,51.0,1610612764,0.386,0.75,0.385,22.0,56.0,0
138,2019,1610612747,0.49,0.733,0.429,29.0,47.0,1610612758,0.568,0.583,0.447,37.0,44.0,0
139,2019,1610612763,0.5,0.696,0.39399999999999996,36.0,55.0,1610612749,0.39799999999999996,0.652,0.317,27.0,45.0,1
140,2019,1610612756,0.551,0.762,0.41200000000000003,34.0,45.0,1610612742,0.43799999999999994,0.8420000000000001,0.308,17.0,43.0,1
141,2019,1610612762,0.465,0.9,0.326,25.0,43.0,1610612759,0.494,0.667,0.5,24.0,44.0,1
142,2019,1610612751,0.552,0.684,0.424,28.0,46.0,1610612757,0.48100000000000004,0.875,0.33299999999999996,25.0,42.0,0
